train_loss,epoch,step,valloss,testloss
16.12213706970215,0,14,,
,0,18,5.039857864379883,
6.6185622215271,1,29,,
,1,37,6.251437187194824,
5.198295593261719,2,44,,
,2,56,4.968506336212158,
6.4276275634765625,3,59,,
6.067553520202637,3,74,,
,3,75,5.048232078552246,
2.889418125152588,4,89,,
,4,94,5.001930236816406,
4.209073066711426,5,104,,
,5,113,4.92274808883667,
7.205503940582275,6,119,,
,6,132,5.0757904052734375,
5.694146156311035,7,134,,
5.903544902801514,7,149,,
,7,151,4.950754165649414,
4.319872856140137,8,164,,
,8,170,4.910828590393066,
4.815342426300049,9,179,,
,9,189,5.005247592926025,
5.405142784118652,10,194,,
,10,208,5.021459102630615,
3.350299119949341,11,209,,
5.339501857757568,11,224,,
,11,227,4.997689247131348,
5.48356819152832,12,239,,
,12,246,4.925723552703857,
4.10939359664917,13,254,,
,13,265,4.914629936218262,
6.616491794586182,14,269,,
3.5459113121032715,14,284,,
,14,284,4.899991989135742,
6.310743808746338,15,299,,
,15,303,4.905869483947754,
5.508632183074951,16,314,,
,16,322,4.884469985961914,
3.719120502471924,17,329,,
,17,341,5.257922649383545,
6.594226837158203,18,344,,
3.9930012226104736,18,359,,
,18,360,5.10896635055542,
3.4527554512023926,19,374,,
,19,379,4.894718647003174,
4.3179755210876465,20,389,,
,20,398,4.9257378578186035,
4.377942085266113,21,404,,
,21,417,5.035589218139648,
4.524913311004639,22,419,,
4.23345947265625,22,434,,
,22,436,4.885840892791748,
3.217665910720825,23,449,,
,23,455,5.031925201416016,
3.435337781906128,24,464,,
,24,474,4.871355056762695,
4.367476463317871,25,479,,
,25,493,5.297369480133057,
3.52189564704895,26,494,,
3.0682127475738525,26,509,,
,26,512,4.875484943389893,
3.4591667652130127,27,524,,
,27,531,4.875182628631592,
4.1035637855529785,28,539,,
,28,550,4.899796962738037,
3.813875913619995,29,554,,
4.472099304199219,29,569,,
,29,569,4.825148582458496,
5.666425704956055,30,584,,
,30,588,5.550463676452637,
3.6172242164611816,31,599,,
,31,607,4.884778022766113,
3.3802075386047363,32,614,,
,32,626,4.821056842803955,
3.6708953380584717,33,629,,
4.397810459136963,33,644,,
,33,645,4.799633026123047,
3.8065261840820312,34,659,,
,34,664,4.973585605621338,
3.3953380584716797,35,674,,
,35,683,4.833381175994873,
6.298475742340088,36,689,,
,36,702,4.8622145652771,
3.121720790863037,37,704,,
3.9177253246307373,37,719,,
,37,721,5.109307289123535,
3.6874871253967285,38,734,,
,38,740,5.0236945152282715,
2.985318660736084,39,749,,
,39,759,4.816709041595459,
5.624677658081055,40,764,,
,40,778,4.926531791687012,
5.100875377655029,41,779,,
4.783724784851074,41,794,,
,41,797,5.248199462890625,
5.1188483238220215,42,809,,
,42,816,5.150393009185791,
5.304435729980469,43,824,,
,43,835,4.91531229019165,
4.1231770515441895,44,839,,
4.286433219909668,44,854,,
,44,854,4.76468563079834,
4.274998188018799,45,869,,
,45,873,4.750598907470703,
3.5685272216796875,46,884,,
,46,892,4.728265762329102,
5.409257888793945,47,899,,
,47,911,4.736952304840088,
4.137747764587402,48,914,,
4.603301525115967,48,929,,
,48,930,5.269274711608887,
5.379670143127441,49,944,,
,49,949,4.803916931152344,
5.3929643630981445,50,959,,
,50,968,4.710103511810303,
3.9371323585510254,51,974,,
,51,987,4.883300304412842,
4.548027992248535,52,989,,
6.1139960289001465,52,1004,,
,52,1006,5.32373046875,
4.618490219116211,53,1019,,
,53,1025,4.7083048820495605,
6.029085636138916,54,1034,,
,54,1044,4.771520137786865,
3.2419533729553223,55,1049,,
,55,1063,4.935188293457031,
6.1526899337768555,56,1064,,
3.509197235107422,56,1079,,
,56,1082,4.808526515960693,
4.84542989730835,57,1094,,
,57,1101,4.871022701263428,
5.355572700500488,58,1109,,
,58,1120,4.755374908447266,
4.756307125091553,59,1124,,
3.547435998916626,59,1139,,
,59,1139,4.653672695159912,
4.306828498840332,60,1154,,
,60,1158,4.672674179077148,
5.343840599060059,61,1169,,
,61,1177,4.633608341217041,
3.792067289352417,62,1184,,
,62,1196,4.907264232635498,
2.9119791984558105,63,1199,,
5.113051414489746,63,1214,,
,63,1215,5.067469596862793,
5.062317848205566,64,1229,,
,64,1234,4.841518878936768,
8.03925609588623,65,1244,,
,65,1253,5.135124683380127,
6.4366912841796875,66,1259,,
,66,1272,4.672839164733887,
4.706914901733398,67,1274,,
4.384604454040527,67,1289,,
,67,1291,5.511931896209717,
3.6778616905212402,68,1304,,
,68,1310,5.299151420593262,
5.925891876220703,69,1319,,
,69,1329,5.2926025390625,
3.5966944694519043,70,1334,,
,70,1348,4.936333179473877,
4.751545429229736,71,1349,,
4.401879787445068,71,1364,,
,71,1367,5.243293285369873,
5.120079040527344,72,1379,,
,72,1386,4.624589443206787,
4.457403182983398,73,1394,,
,73,1405,4.752888202667236,
6.606027126312256,74,1409,,
2.155177354812622,74,1424,,
,74,1424,5.059390068054199,
3.9369215965270996,75,1439,,
,75,1443,4.630143165588379,
3.322352886199951,76,1454,,
,76,1462,4.67700719833374,
3.729933500289917,77,1469,,
,77,1481,5.214224338531494,
5.108577728271484,78,1484,,
3.729586124420166,78,1499,,
,78,1500,4.57169771194458,
4.722343444824219,79,1514,,
,79,1519,4.8432087898254395,
3.597452163696289,80,1529,,
,80,1538,4.662288188934326,
4.362615585327148,81,1544,,
,81,1557,4.57772970199585,
4.79250431060791,82,1559,,
4.594359874725342,82,1574,,
,82,1576,4.6964311599731445,
4.754971027374268,83,1589,,
,83,1595,4.596037864685059,
4.619903087615967,84,1604,,
,84,1614,4.513991355895996,
3.97236704826355,85,1619,,
,85,1633,4.6565704345703125,
3.070413112640381,86,1634,,
3.058506488800049,86,1649,,
,86,1652,4.631011962890625,
3.2897801399230957,87,1664,,
,87,1671,4.878335952758789,
4.926026821136475,88,1679,,
,88,1690,5.936680793762207,
4.645614147186279,89,1694,,
3.7944347858428955,89,1709,,
,89,1709,4.729874610900879,
4.453023433685303,90,1724,,
,90,1728,4.504724502563477,
4.1094160079956055,91,1739,,
,91,1747,4.64654016494751,
3.7393150329589844,92,1754,,
,92,1766,4.8381667137146,
4.564751148223877,93,1769,,
5.967625141143799,93,1784,,
,93,1785,4.667904376983643,
3.8974013328552246,94,1799,,
,94,1804,4.550428867340088,
4.381631374359131,95,1814,,
,95,1823,4.530963897705078,
4.336894989013672,96,1829,,
,96,1842,5.203782558441162,
4.3966546058654785,97,1844,,
2.592177152633667,97,1859,,
,97,1861,4.627676010131836,
6.0975542068481445,98,1874,,
,98,1880,4.476410865783691,
2.888622283935547,99,1889,,
,99,1899,4.465507984161377,
3.339128017425537,100,1904,,
,100,1918,5.0700602531433105,
5.2918829917907715,101,1919,,
5.13068151473999,101,1934,,
,101,1937,4.856132984161377,
6.477347373962402,102,1949,,
,102,1956,5.0326995849609375,
3.3087687492370605,103,1964,,
,103,1975,4.476052284240723,
6.023964881896973,104,1979,,
4.736804008483887,104,1994,,
,104,1994,5.001686096191406,
3.6178314685821533,105,2009,,
,105,2013,4.551334857940674,
3.005389928817749,106,2024,,
,106,2032,4.530490398406982,
4.043181896209717,107,2039,,
,107,2051,5.452874183654785,
5.09050178527832,108,2054,,
3.2205424308776855,108,2069,,
,108,2070,5.014750957489014,
2.565645217895508,109,2084,,
,109,2089,4.463863849639893,
3.309377670288086,110,2099,,
,110,2108,4.490571022033691,
4.716423511505127,111,2114,,
,111,2127,4.552967071533203,
4.390618801116943,112,2129,,
6.226977348327637,112,2144,,
,112,2146,4.424203395843506,
3.6374435424804688,113,2159,,
,113,2165,4.420266628265381,
3.485105037689209,114,2174,,
,114,2184,4.442578315734863,
5.031381607055664,115,2189,,
,115,2203,4.520092010498047,
3.5185675621032715,116,2204,,
4.505260467529297,116,2219,,
,116,2222,4.908722400665283,
6.62274694442749,117,2234,,
,117,2241,4.6819987297058105,
3.6694672107696533,118,2249,,
,118,2260,4.532540798187256,
3.2775230407714844,119,2264,,
5.041308403015137,119,2279,,
,119,2279,4.388467788696289,
3.8784842491149902,120,2294,,
,120,2298,4.394135475158691,
3.668848752975464,121,2309,,
,121,2317,4.436506748199463,
3.6373252868652344,122,2324,,
,122,2336,4.512638568878174,
3.491520404815674,123,2339,,
5.373272895812988,123,2354,,
,123,2355,4.4375128746032715,
3.6552233695983887,124,2369,,
,124,2374,4.3495025634765625,
3.7171318531036377,125,2384,,
,125,2393,4.344864368438721,
3.996875762939453,126,2399,,
,126,2412,5.211698532104492,
3.6660046577453613,127,2414,,
2.9558753967285156,127,2429,,
,127,2431,4.47261381149292,
5.403803825378418,128,2444,,
,128,2450,4.344054698944092,
4.258563041687012,129,2459,,
,129,2469,4.372955799102783,
2.5609610080718994,130,2474,,
,130,2488,4.308828353881836,
3.4181056022644043,131,2489,,
3.009512186050415,131,2504,,
,131,2507,4.412986755371094,
5.462353706359863,132,2519,,
,132,2526,4.728695869445801,
4.726384162902832,133,2534,,
,133,2545,4.343257904052734,
4.529946327209473,134,2549,,
4.280972003936768,134,2564,,
,134,2564,4.283005714416504,
3.8516159057617188,135,2579,,
,135,2583,4.410404682159424,
3.1037330627441406,136,2594,,
,136,2602,4.532510757446289,
2.4442050457000732,137,2609,,
,137,2621,4.268586158752441,
3.5619499683380127,138,2624,,
5.9489426612854,138,2639,,
,138,2640,4.272356986999512,
3.4735426902770996,139,2654,,
,139,2659,4.4781646728515625,
4.080397129058838,140,2669,,
,140,2678,4.720901966094971,
4.019406318664551,141,2684,,
,141,2697,4.239130973815918,
3.3032431602478027,142,2699,,
6.776671409606934,142,2714,,
,142,2716,4.569586277008057,
5.532962322235107,143,2729,,
,143,2735,4.302586078643799,
6.020682334899902,144,2744,,
,144,2754,5.2428507804870605,
2.931070327758789,145,2759,,
,145,2773,4.418541431427002,
3.633507490158081,146,2774,,
4.180009841918945,146,2789,,
,146,2792,4.462447166442871,
3.2993125915527344,147,2804,,
,147,2811,4.3450236320495605,
4.095383167266846,148,2819,,
,148,2830,4.225247383117676,
2.622070789337158,149,2834,,
5.824053764343262,149,2849,,
,149,2849,4.469630718231201,
3.4444580078125,150,2864,,
,150,2868,4.258060932159424,
3.8912105560302734,151,2879,,
,151,2887,4.169771671295166,
3.672609806060791,152,2894,,
,152,2906,4.623039722442627,
3.5821540355682373,153,2909,,
3.476062297821045,153,2924,,
,153,2925,5.710867881774902,
4.205699443817139,154,2939,,
,154,2944,4.503197193145752,
3.604132890701294,155,2954,,
,155,2963,4.738133907318115,
5.1005072593688965,156,2969,,
,156,2982,4.203781604766846,
5.094161510467529,157,2984,,
2.8297348022460938,157,2999,,
,157,3001,4.12950325012207,
3.634699583053589,158,3014,,
,158,3020,4.887823104858398,
6.343169212341309,159,3029,,
,159,3039,4.189238548278809,
3.900873899459839,160,3044,,
,160,3058,4.393218040466309,
5.451632022857666,161,3059,,
2.896618366241455,161,3074,,
,161,3077,4.084953784942627,
5.777274131774902,162,3089,,
,162,3096,4.674084663391113,
3.1605629920959473,163,3104,,
,163,3115,4.1390228271484375,
3.389890193939209,164,3119,,
2.8670384883880615,164,3134,,
,164,3134,4.657903671264648,
3.2662551403045654,165,3149,,
,165,3153,4.052122592926025,
2.784107208251953,166,3164,,
,166,3172,4.0318379402160645,
4.074961185455322,167,3179,,
,167,3191,4.299100399017334,
4.514941215515137,168,3194,,
2.937145948410034,168,3209,,
,168,3210,4.012347221374512,
3.829789400100708,169,3224,,
,169,3229,4.9236602783203125,
3.05214524269104,170,3239,,
,170,3248,4.398414611816406,
4.109999179840088,171,3254,,
,171,3267,4.043105602264404,
2.9928698539733887,172,3269,,
2.4318785667419434,172,3284,,
,172,3286,3.9959986209869385,
2.7910118103027344,173,3299,,
,173,3305,3.9209916591644287,
2.991762638092041,174,3314,,
,174,3324,3.8958959579467773,
4.489840507507324,175,3329,,
,175,3343,3.9414355754852295,
3.242582321166992,176,3344,,
2.6802635192871094,176,3359,,
,176,3362,3.856132745742798,
3.2384839057922363,177,3374,,
,177,3381,3.8840091228485107,
2.6625466346740723,178,3389,,
,178,3400,3.9565632343292236,
2.3599350452423096,179,3404,,
3.327021360397339,179,3419,,
,179,3419,3.8108081817626953,
4.230558395385742,180,3434,,
,180,3438,3.851527214050293,
4.009204387664795,181,3449,,
,181,3457,3.7768595218658447,
3.7688446044921875,182,3464,,
,182,3476,3.8796801567077637,
5.255316734313965,183,3479,,
3.7985141277313232,183,3494,,
,183,3495,3.836642265319824,
5.258111953735352,184,3509,,
,184,3514,3.9575586318969727,
2.5620999336242676,185,3524,,
,185,3533,3.896681308746338,
4.251317501068115,186,3539,,
,186,3552,3.702556610107422,
5.239377975463867,187,3554,,
3.1269640922546387,187,3569,,
,187,3571,3.718245506286621,
4.789693832397461,188,3584,,
,188,3590,3.7214736938476562,
4.002045631408691,189,3599,,
,189,3609,4.581629753112793,
2.943077564239502,190,3614,,
,190,3628,3.8156704902648926,
2.8159244060516357,191,3629,,
5.104633331298828,191,3644,,
,191,3647,3.724435329437256,
4.699491024017334,192,3659,,
,192,3666,3.6090104579925537,
3.5306403636932373,193,3674,,
,193,3685,3.737706184387207,
3.2135612964630127,194,3689,,
2.836480140686035,194,3704,,
,194,3704,3.653743028640747,
2.8137853145599365,195,3719,,
,195,3723,3.7939326763153076,
2.722287654876709,196,3734,,
,196,3742,3.5089778900146484,
4.438892364501953,197,3749,,
,197,3761,3.5338141918182373,
3.750361919403076,198,3764,,
2.6622743606567383,198,3779,,
,198,3780,4.004356861114502,
4.51955509185791,199,3794,,
,199,3799,3.4518938064575195,
3.1598305702209473,200,3809,,
,200,3818,3.4315991401672363,
4.010438442230225,201,3824,,
,201,3837,3.5231828689575195,
4.413018703460693,202,3839,,
3.3210558891296387,202,3854,,
,202,3856,3.404634714126587,
2.447352886199951,203,3869,,
,203,3875,3.533437967300415,
2.1403136253356934,204,3884,,
,204,3894,3.328300952911377,
4.871254920959473,205,3899,,
,205,3913,3.299807071685791,
2.357491970062256,206,3914,,
2.6388766765594482,206,3929,,
,206,3932,3.326986789703369,
2.584568500518799,207,3944,,
,207,3951,3.248875141143799,
3.364480972290039,208,3959,,
,208,3970,3.223740577697754,
3.4923529624938965,209,3974,,
3.2596776485443115,209,3989,,
,209,3989,3.3074653148651123,
2.9930419921875,210,4004,,
,210,4008,3.275820732116699,
2.632272481918335,211,4019,,
,211,4027,3.461632490158081,
2.565133571624756,212,4034,,
,212,4046,3.157916784286499,
3.243689775466919,213,4049,,
2.4570834636688232,213,4064,,
,213,4065,3.365185499191284,
3.6360011100769043,214,4079,,
,214,4084,4.822805404663086,
3.5226550102233887,215,4094,,
,215,4103,3.2657854557037354,
3.4491055011749268,216,4109,,
,216,4122,3.1519479751586914,
3.4763805866241455,217,4124,,
3.2254486083984375,217,4139,,
,217,4141,3.158813953399658,
3.238089084625244,218,4154,,
,218,4160,3.067181348800659,
2.3946356773376465,219,4169,,
,219,4179,3.489814519882202,
2.8730616569519043,220,4184,,
,220,4198,3.166208028793335,
2.084864854812622,221,4199,,
3.0806760787963867,221,4214,,
,221,4217,3.2540283203125,
2.3931095600128174,222,4229,,
,222,4236,3.046339750289917,
3.4589169025421143,223,4244,,
,223,4255,3.3430490493774414,
3.092154026031494,224,4259,,
2.2493736743927,224,4274,,
,224,4274,2.984682559967041,
3.7264933586120605,225,4289,,
,225,4293,2.990018129348755,
2.947974681854248,226,4304,,
,226,4312,2.954286813735962,
2.7490992546081543,227,4319,,
,227,4331,2.9758987426757812,
2.557860851287842,228,4334,,
2.893052816390991,228,4349,,
,228,4350,2.937556028366089,
2.114638328552246,229,4364,,
,229,4369,2.9393718242645264,
3.4266066551208496,230,4379,,
,230,4388,2.8942391872406006,
3.5237128734588623,231,4394,,
,231,4407,2.895956039428711,
2.460970640182495,232,4409,,
4.126583099365234,232,4424,,
,232,4426,2.9870171546936035,
2.078352451324463,233,4439,,
,233,4445,2.925448179244995,
2.952580213546753,234,4454,,
,234,4464,2.8752806186676025,
2.5872039794921875,235,4469,,
,235,4483,2.911327362060547,
1.58233642578125,236,4484,,
3.0239882469177246,236,4499,,
,236,4502,2.8352246284484863,
3.057361602783203,237,4514,,
,237,4521,2.9875004291534424,
2.6656594276428223,238,4529,,
,238,4540,2.8414106369018555,
2.5382981300354004,239,4544,,
2.668590784072876,239,4559,,
,239,4559,2.83522367477417,
2.793846368789673,240,4574,,
,240,4578,2.811568260192871,
2.058090925216675,241,4589,,
,241,4597,2.805236577987671,
3.4423770904541016,242,4604,,
,242,4616,3.0409178733825684,
2.3596510887145996,243,4619,,
2.215888500213623,243,4634,,
,243,4635,2.779487371444702,
2.81662917137146,244,4649,,
,244,4654,2.782376289367676,
3.581068754196167,245,4664,,
,245,4673,2.8654580116271973,
2.5100491046905518,246,4679,,
,246,4692,2.9911420345306396,
1.8380178213119507,247,4694,,
1.7466195821762085,247,4709,,
,247,4711,2.801593542098999,
2.954235553741455,248,4724,,
,248,4730,2.7375688552856445,
3.0861599445343018,249,4739,,
,249,4749,2.759005069732666,
2.5916895866394043,250,4754,,
,250,4768,2.717179536819458,
2.7679762840270996,251,4769,,
3.4040379524230957,251,4784,,
,251,4787,3.1951868534088135,
2.4476242065429688,252,4799,,
,252,4806,2.856879949569702,
2.7656350135803223,253,4814,,
,253,4825,2.7410197257995605,
2.967691659927368,254,4829,,
1.8081401586532593,254,4844,,
,254,4844,2.724128484725952,
1.7864551544189453,255,4859,,
,255,4863,2.750972032546997,
2.8489012718200684,256,4874,,
,256,4882,2.852506399154663,
3.1403889656066895,257,4889,,
,257,4901,2.7390506267547607,
2.6800949573516846,258,4904,,
2.9278149604797363,258,4919,,
,258,4920,2.8542914390563965,
1.39792799949646,259,4934,,
,259,4939,2.9139485359191895,
3.9395737648010254,260,4949,,
,260,4958,2.781357526779175,
2.0040435791015625,261,4964,,
,261,4977,2.715534210205078,
2.530932903289795,262,4979,,
2.747762680053711,262,4994,,
,262,4996,2.677518606185913,
1.6910499334335327,263,5009,,
,263,5015,2.6507556438446045,
2.2995450496673584,264,5024,,
,264,5034,2.694188117980957,
2.184704303741455,265,5039,,
,265,5053,2.7819414138793945,
2.3158252239227295,266,5054,,
2.9005513191223145,266,5069,,
,266,5072,2.7362635135650635,
2.7832043170928955,267,5084,,
,267,5091,2.805781126022339,
2.542349338531494,268,5099,,
,268,5110,2.6428093910217285,
2.478224515914917,269,5114,,
2.5225348472595215,269,5129,,
,269,5129,2.675414562225342,
3.0900721549987793,270,5144,,
,270,5148,2.769122362136841,
2.422603130340576,271,5159,,
,271,5167,2.6198253631591797,
2.221911907196045,272,5174,,
,272,5186,2.8792319297790527,
2.9272167682647705,273,5189,,
2.6784892082214355,273,5204,,
,273,5205,2.694829225540161,
3.160095453262329,274,5219,,
,274,5224,2.947624921798706,
2.8093457221984863,275,5234,,
,275,5243,2.786111831665039,
3.1374144554138184,276,5249,,
,276,5262,2.6328389644622803,
2.649627208709717,277,5264,,
2.8321895599365234,277,5279,,
,277,5281,2.601060152053833,
3.012662172317505,278,5294,,
,278,5300,2.6033520698547363,
2.8108086585998535,279,5309,,
,279,5319,2.670917510986328,
2.9160189628601074,280,5324,,
,280,5338,2.907902956008911,
4.029370307922363,281,5339,,
3.3979649543762207,281,5354,,
,281,5357,2.6865234375,
3.404344081878662,282,5369,,
,282,5376,2.583146572113037,
2.817488193511963,283,5384,,
,283,5395,2.5682435035705566,
2.7457680702209473,284,5399,,
2.4034957885742188,284,5414,,
,284,5414,2.5626039505004883,
2.4833157062530518,285,5429,,
,285,5433,2.6700634956359863,
2.7478084564208984,286,5444,,
,286,5452,3.078960418701172,
3.6458468437194824,287,5459,,
,287,5471,2.8244357109069824,
2.7333335876464844,288,5474,,
3.3817195892333984,288,5489,,
,288,5490,2.54206919670105,
3.599217653274536,289,5504,,
,289,5509,2.591244697570801,
2.308446168899536,290,5519,,
,290,5528,2.540424108505249,
2.698413133621216,291,5534,,
,291,5547,2.687948226928711,
2.554011106491089,292,5549,,
2.705390453338623,292,5564,,
,292,5566,2.629862070083618,
2.1416497230529785,293,5579,,
,293,5585,2.6014459133148193,
1.7806816101074219,294,5594,,
,294,5604,2.5016541481018066,
2.504509687423706,295,5609,,
,295,5623,2.559365749359131,
1.611762285232544,296,5624,,
1.9450584650039673,296,5639,,
,296,5642,2.5037779808044434,
2.451775312423706,297,5654,,
,297,5661,2.5811965465545654,
2.0334489345550537,298,5669,,
,298,5680,2.6018996238708496,
3.0690245628356934,299,5684,,
1.6639219522476196,299,5699,,
,299,5699,2.4967751502990723,
2.2660648822784424,300,5714,,
,300,5718,2.632596969604492,
2.8398869037628174,301,5729,,
,301,5737,2.5881032943725586,
2.6856231689453125,302,5744,,
,302,5756,2.6696064472198486,
2.461789608001709,303,5759,,
3.0288639068603516,303,5774,,
,303,5775,2.560671091079712,
2.32496976852417,304,5789,,
,304,5794,2.514439344406128,
2.9754416942596436,305,5804,,
,305,5813,2.4961063861846924,
2.6655592918395996,306,5819,,
,306,5832,2.4833123683929443,
2.179774284362793,307,5834,,
2.784794807434082,307,5849,,
,307,5851,2.5814599990844727,
2.4507369995117188,308,5864,,
,308,5870,2.495100975036621,
2.9646573066711426,309,5879,,
,309,5889,2.589334726333618,
2.3824563026428223,310,5894,,
,310,5908,2.491333484649658,
3.2524616718292236,311,5909,,
2.109050750732422,311,5924,,
,311,5927,2.4816651344299316,
2.1943840980529785,312,5939,,
,312,5946,2.718958616256714,
1.424226999282837,313,5954,,
,313,5965,2.515596628189087,
2.3486592769622803,314,5969,,
2.1629464626312256,314,5984,,
,314,5984,2.50557541847229,
3.0307114124298096,315,5999,,
,315,6003,2.4939253330230713,
2.0489163398742676,316,6014,,
,316,6022,2.4717636108398438,
2.3222885131835938,317,6029,,
,317,6041,2.4574532508850098,
2.9361584186553955,318,6044,,
2.2565064430236816,318,6059,,
,318,6060,2.578434944152832,
2.217623233795166,319,6074,,
,319,6079,2.538905382156372,
3.2108352184295654,320,6089,,
,320,6098,2.775521755218506,
2.6457138061523438,321,6104,,
,321,6117,2.6808230876922607,
2.660341739654541,322,6119,,
3.563051700592041,322,6134,,
,322,6136,2.452866792678833,
2.984893321990967,323,6149,,
,323,6155,2.5024964809417725,
